,"(0,0)","(0,1)","(0,2)","(1,0)","(1,1)","(1,2)","(2,0)","(2,1)","(2,2)",Winner
3668,2,2,2,1,1,2,1,2,1,2
3669,0,0,0,1,1,1,2,2,0,1
3670,2,1,1,1,2,1,2,2,1,1
3671,2,1,2,1,2,1,1,2,1,0
3672,2,1,1,2,1,1,2,2,1,1
3673,1,2,1,2,2,2,1,1,2,2
3674,1,2,2,0,2,1,0,2,1,2
3675,2,2,1,1,1,1,2,1,2,1
3676,1,2,1,1,1,2,2,2,2,2
3677,2,1,1,2,1,1,2,1,2,1
3678,0,2,1,1,2,0,1,2,1,2
3679,2,1,1,2,1,1,2,2,1,1
3680,0,2,0,1,2,1,1,2,2,2
3681,1,0,2,0,2,2,1,1,1,1
3682,2,2,2,2,2,1,1,1,1,1
3683,1,2,2,1,2,2,2,1,1,2
3684,2,2,2,1,1,2,1,2,1,2
3685,2,1,2,2,1,1,1,2,2,0
3686,2,2,1,1,1,2,1,2,1,1
3687,2,0,1,2,1,2,2,1,0,2
3688,0,2,1,1,2,1,0,2,2,2
3689,0,1,2,2,0,2,1,1,1,1
3690,1,1,2,1,0,2,1,2,0,1
3691,0,1,2,0,1,2,1,2,2,2
3692,0,1,0,0,0,1,2,2,2,2
3693,2,1,1,2,2,1,1,2,1,1
3694,1,1,2,2,1,2,2,2,1,1
3695,2,2,2,1,0,0,2,1,1,2
3696,1,2,1,2,1,2,1,2,2,1
3697,2,1,2,2,1,1,1,2,1,0
3698,1,2,1,1,2,2,2,2,1,2
3699,2,2,2,1,1,0,0,2,1,2
3700,2,0,1,0,1,2,1,0,0,1
3701,0,2,1,2,2,1,1,2,0,2
3702,1,1,1,1,2,2,2,1,2,1
3703,2,0,1,0,2,1,1,2,2,2
3704,0,1,1,2,2,2,1,2,0,2
3705,2,1,2,1,1,2,1,1,2,2
3706,2,1,1,2,2,1,2,1,1,1
3707,1,2,2,2,1,1,1,2,2,0
3708,1,1,0,1,2,0,2,2,2,2
3709,2,1,2,2,1,1,1,2,1,0
3710,2,2,1,2,0,1,1,0,1,1
3711,2,2,2,1,1,1,1,2,1,1
3712,2,0,0,2,1,2,2,1,1,2
3713,2,1,2,0,1,0,1,1,2,1
3714,1,1,2,2,2,1,2,1,1,2
3715,1,2,1,2,1,2,2,1,1,1
3716,2,1,2,2,1,1,2,1,1,1
3717,1,1,2,1,2,2,2,2,1,2
3718,1,1,1,2,1,1,2,2,2,2
3719,1,2,1,2,2,1,2,2,1,1
3720,2,2,2,2,2,1,1,1,1,1
3721,2,2,1,1,1,1,2,2,2,2
3722,1,1,1,2,0,2,1,0,2,1
3723,0,2,1,2,2,0,1,2,1,2
3724,1,2,2,1,2,1,1,1,2,1
3725,2,2,2,2,1,1,0,0,1,2
3726,1,0,2,2,1,2,0,1,2,2
3727,1,1,1,2,0,2,0,2,1,1
3728,1,1,1,1,2,0,2,2,0,1
3729,1,2,1,2,2,1,2,2,1,1
3730,2,1,0,2,0,2,2,1,1,2
3731,0,1,2,1,2,2,2,1,0,2
3732,1,1,2,0,2,0,2,0,0,2
3733,1,0,2,0,2,0,2,0,1,2
3734,1,2,1,2,2,2,0,1,0,2
3735,1,2,2,2,1,1,1,2,2,0
3736,2,1,1,1,2,2,2,1,1,0
3737,1,2,1,0,2,2,0,2,1,2
3738,1,2,2,1,2,2,1,2,1,2
3739,0,2,0,1,1,1,2,2,2,2
3740,2,1,0,2,0,1,2,0,0,2
3741,0,1,2,0,1,2,0,1,0,1
3742,1,2,2,1,2,0,2,1,0,2
3743,1,1,1,1,2,2,2,2,2,2
3744,0,1,2,0,2,1,2,2,1,2
3745,1,1,1,2,1,2,0,2,0,1
3746,1,1,2,2,0,2,0,1,2,2
3747,1,0,2,1,0,0,1,0,2,1
3748,1,1,1,1,2,2,2,1,2,1
3749,2,0,2,0,0,0,1,1,1,1
3750,2,1,2,1,2,2,1,2,1,0
3751,2,2,1,1,2,1,1,2,1,1
3752,2,1,2,1,1,2,1,2,1,0
3753,2,1,2,0,2,1,0,1,2,2
3754,1,2,2,1,2,1,1,1,2,1
3755,2,1,1,1,1,1,2,2,2,2
3756,2,2,1,1,2,1,2,2,1,1
3757,2,1,2,1,1,2,1,1,2,2
3758,1,1,2,1,2,1,2,2,1,2
3759,1,2,2,2,1,2,1,1,2,2
3760,1,1,2,1,2,2,1,2,1,1
3761,1,1,1,1,2,0,0,2,2,1
3762,2,1,0,1,1,0,2,2,2,2
3763,1,1,1,2,2,2,2,1,2,2
3764,2,0,0,0,2,0,1,1,1,1
3765,2,1,1,1,2,2,2,1,1,0
3766,1,2,2,2,1,1,1,1,2,0
3767,1,2,0,1,1,1,2,0,2,1
3768,0,0,1,2,1,2,1,2,2,1
3769,2,2,1,2,1,2,1,1,2,1
3770,2,0,1,1,2,1,0,1,2,2
3771,1,2,1,1,1,2,2,1,2,0
3772,2,2,1,2,1,1,2,1,2,2
3773,2,2,1,1,1,1,2,2,1,1
3774,2,0,0,2,1,1,2,0,0,2
3775,1,1,2,2,2,2,1,1,1,1
3776,1,2,2,2,2,1,1,1,1,1
3777,0,0,1,2,1,0,1,2,0,1
3778,1,2,1,2,1,1,2,2,2,2
3779,2,0,2,1,1,1,2,0,2,1
3780,1,1,1,0,2,0,0,0,2,1
3781,2,2,2,1,1,1,1,2,2,1
3782,1,1,2,2,2,1,1,1,2,0
3783,1,1,2,1,0,2,1,0,2,2
3784,0,2,2,1,1,1,0,0,0,1
3785,2,1,2,2,1,1,1,2,2,0
3786,2,2,1,2,1,1,2,0,0,2
3787,1,1,2,1,2,0,2,1,0,2
3788,2,1,1,1,1,1,2,2,2,2
3789,1,2,2,1,2,1,2,2,1,2
3790,1,2,1,1,2,1,2,1,2,0
3791,1,2,2,2,1,1,1,1,2,0
3792,2,1,1,1,2,1,2,1,2,2
3793,1,2,0,1,2,0,1,2,1,2
3794,0,1,2,1,0,2,0,0,2,2
3795,2,0,1,0,2,1,1,2,2,2
3796,1,0,1,2,1,2,0,2,1,1
3797,2,2,1,2,1,2,1,1,2,1
3798,1,2,0,1,2,1,1,2,0,2
3799,1,2,1,2,2,1,2,1,2,0
3800,1,2,1,2,2,2,1,2,1,2
3801,1,2,2,2,1,1,2,1,1,1
3802,1,1,1,2,2,2,1,1,2,2
3803,1,1,2,1,1,2,1,2,2,2
3804,1,1,2,1,2,2,2,2,1,2
3805,2,1,2,1,1,2,2,1,1,1
3806,2,1,1,0,2,1,2,0,1,1
3807,0,2,2,1,1,1,0,0,0,1
3808,1,1,1,2,2,1,1,2,2,1
3809,1,2,1,1,2,2,2,1,2,0
3810,2,1,1,1,2,1,2,2,2,2
3811,2,2,1,2,2,1,2,1,1,1
3812,2,2,1,2,1,2,1,1,1,1
3813,2,1,2,1,2,2,1,1,1,1
3814,0,1,1,2,2,1,2,0,1,1
3815,2,1,1,1,1,2,2,2,2,2
3816,1,1,2,2,2,1,1,2,2,0
3817,2,2,1,0,1,0,1,2,1,1
3818,1,1,0,2,0,1,2,2,2,2
3819,2,2,2,1,1,2,1,1,1,1
3820,1,1,1,2,1,2,2,0,0,1
3821,2,1,2,1,2,2,2,1,1,2
3822,2,1,0,1,2,1,2,0,2,2
3823,2,0,2,1,1,1,2,1,0,1
3824,1,2,1,1,2,1,2,1,2,0
3825,1,2,2,2,2,1,1,1,1,1
3826,1,1,2,2,2,0,2,1,0,2
3827,2,2,1,1,2,1,2,1,2,2
3828,2,2,2,1,0,1,0,0,0,2
3829,2,0,0,0,2,0,1,1,2,2
3830,2,2,2,1,2,1,0,0,1,2
3831,2,0,1,2,1,2,1,0,2,1
3832,2,1,1,2,2,1,1,2,1,1
3833,2,1,2,2,1,1,0,1,0,1
3834,1,0,2,2,1,2,1,0,2,2
3835,1,0,1,0,1,1,2,2,2,2
3836,1,2,1,1,2,1,2,1,2,0
3837,1,0,2,0,1,2,0,0,2,2
3838,2,1,1,2,2,1,1,2,1,1
3839,2,2,0,1,2,0,1,2,1,2
3840,1,1,1,2,0,0,0,2,0,1
3841,1,0,2,2,2,2,1,0,1,2
3842,2,1,2,1,2,1,1,1,2,2
3843,1,0,0,0,1,0,2,2,2,2
3844,2,1,1,1,2,0,1,0,2,2
3845,2,0,1,2,0,1,2,1,2,2
3846,1,2,2,1,2,2,1,1,2,2
3847,2,1,0,0,1,2,0,1,0,1
3848,1,2,1,1,2,1,2,2,2,2
3849,2,1,1,1,2,1,2,2,1,1
3850,1,1,1,1,2,2,2,2,1,1
3851,2,0,1,2,0,2,2,1,1,2
3852,0,2,1,2,1,2,1,0,1,1
3853,2,2,1,0,2,1,1,2,0,2
3854,1,1,1,2,2,2,1,2,2,2
3855,0,1,0,2,2,2,1,2,1,2
3856,2,1,1,1,2,1,2,1,2,2
3857,1,1,1,2,2,2,1,2,2,2
3858,1,2,1,2,2,1,1,1,2,0
3859,2,1,2,2,1,1,1,2,2,0
3860,2,1,2,2,1,2,1,2,1,0
3861,2,2,1,2,1,0,2,1,0,2
3862,2,0,1,2,2,2,1,1,0,2
3863,2,2,1,1,2,1,1,2,2,2
3864,2,2,2,1,1,0,2,0,1,2
3865,1,2,1,0,2,2,0,2,1,2
3866,2,1,1,1,2,2,2,1,2,2
3867,2,2,2,0,1,2,0,1,1,2
3868,1,1,1,2,0,0,2,1,2,1
3869,1,1,2,2,2,1,2,2,1,2
3870,1,2,0,1,2,1,1,2,0,2
3871,1,2,1,1,2,0,1,2,0,2
3872,0,1,2,1,2,1,2,0,1,2
3873,2,2,2,2,1,1,1,2,1,2
3874,2,1,1,2,2,1,1,1,2,2
3875,1,2,1,2,1,2,2,2,1,1
3876,1,0,0,1,2,0,1,0,2,1
3877,1,1,2,1,2,0,2,1,0,2
3878,2,0,0,1,1,1,2,0,0,1
3879,1,1,2,2,1,2,2,1,1,1
3880,2,1,0,2,1,0,0,1,0,1
3881,2,2,2,2,1,2,1,1,1,1
3882,1,1,1,2,2,1,0,0,2,1
3883,1,2,0,1,2,0,1,2,1,2
3884,2,0,1,0,1,2,1,2,2,1
3885,1,1,2,2,1,1,2,2,1,1
3886,2,2,1,2,1,2,1,1,2,1
3887,1,2,1,0,1,0,2,2,1,1
3888,1,1,1,2,2,0,1,0,2,1
3889,1,2,1,0,1,0,2,2,2,2
3890,2,1,2,1,2,1,2,1,1,2
3891,1,1,1,1,2,2,2,2,2,2
3892,0,2,0,1,1,1,2,0,0,1
3893,0,0,2,1,1,1,2,2,1,1
3894,2,0,1,2,0,0,2,0,1,2
3895,1,1,2,2,2,1,1,1,2,0
3896,1,2,0,1,1,2,1,2,0,1
3897,2,2,1,1,1,2,2,1,1,0
3898,1,2,2,1,2,0,1,2,0,2
3899,1,1,1,2,0,0,2,1,2,1
3900,2,2,2,1,2,1,0,1,0,2
3901,0,1,2,1,2,0,2,1,1,2
3902,2,2,1,2,1,2,1,2,1,1
3903,2,2,1,1,2,2,2,1,1,0
3904,0,2,1,1,2,1,1,2,0,2
3905,1,1,2,2,1,1,2,2,1,1
3906,0,1,2,1,2,2,2,0,1,2
3907,2,2,1,0,0,1,1,2,1,1
3908,1,1,2,0,0,2,1,1,2,2
3909,2,1,2,1,1,1,2,2,1,1
3910,1,1,2,0,2,1,2,1,0,2
3911,2,1,2,1,1,2,1,2,2,2
3912,1,0,1,2,1,0,2,2,1,1
3913,2,2,2,1,0,1,0,2,1,2
3914,2,1,1,1,1,2,2,1,2,1
3915,2,1,1,2,2,1,1,2,2,2
3916,2,2,1,1,2,1,2,1,1,1
3917,0,0,1,0,0,1,2,2,2,2
3918,1,2,2,1,2,0,1,0,1,1
3919,2,2,2,0,2,1,1,1,0,2
3920,2,0,2,2,2,0,1,1,1,1
3921,2,1,2,2,2,2,1,1,1,1
3922,2,1,2,2,1,1,2,1,1,1
3923,2,0,1,2,1,0,1,1,2,1
3924,2,2,1,0,1,2,1,0,2,1
3925,2,1,1,0,0,1,2,2,2,2
3926,1,2,1,1,2,1,1,2,2,2
3927,2,1,0,1,2,0,2,1,2,2
3928,1,2,2,2,2,1,1,2,1,2
3929,0,0,0,0,1,1,2,2,2,2
3930,0,2,1,0,2,1,0,0,1,1
3931,1,1,1,2,1,2,2,2,2,2
3932,0,2,1,1,1,0,1,2,2,1
3933,0,2,2,1,1,1,2,2,0,1
3934,0,2,2,0,2,2,1,1,1,1
3935,2,1,2,1,1,2,1,2,2,2
3936,2,2,1,1,1,2,2,2,1,0
3937,1,2,2,1,2,2,2,1,1,2
3938,2,1,1,1,2,1,1,2,2,2
3939,2,2,1,1,2,2,1,2,1,2
3940,2,0,1,0,2,1,2,1,2,2
3941,2,2,1,1,1,1,2,1,2,1
3942,0,0,1,2,2,2,0,1,0,2
3943,1,0,2,0,1,2,0,0,2,2
3944,2,0,1,2,2,1,1,0,2,2
3945,1,0,2,1,2,0,1,0,0,1
3946,2,1,2,0,1,0,2,1,1,1
3947,2,2,2,0,0,1,1,0,0,2
3948,2,1,1,2,1,1,2,0,0,2
3949,1,1,2,2,2,1,2,2,1,2
3950,2,1,2,2,1,0,0,1,1,1
3951,1,2,2,1,1,2,2,1,2,2
3952,2,2,1,1,1,1,2,1,2,1
3953,1,2,2,2,1,2,1,1,2,2
3954,2,1,1,2,2,1,1,2,1,1
3955,2,1,1,2,2,2,1,2,1,2
3956,2,1,1,1,2,1,1,2,2,2
3957,0,2,1,0,1,1,2,2,1,1
3958,2,2,2,1,0,0,1,2,1,2
3959,1,2,1,1,1,2,2,2,1,1
3960,2,1,1,2,1,2,2,1,1,1
3961,2,1,1,2,2,1,1,2,2,2
3962,2,1,2,1,2,1,1,1,2,2
3963,1,2,2,2,2,1,2,1,1,2
3964,2,1,1,2,2,1,1,1,2,2
3965,1,1,2,2,2,1,2,1,1,2
3966,1,1,1,2,2,0,2,0,1,1
3967,1,2,1,1,2,2,2,1,2,0
3968,1,2,2,2,2,1,1,1,2,0
3969,1,2,2,1,2,1,0,2,0,2
3970,2,1,1,2,1,1,1,2,2,1
3971,2,2,1,2,1,2,1,1,1,1
3972,2,1,0,0,2,0,1,0,2,2
3973,2,2,2,2,1,2,1,1,1,1
3974,2,2,2,1,0,0,0,0,1,2
3975,0,1,2,0,2,1,2,0,0,2
3976,1,2,1,1,1,2,2,2,2,2
3977,1,1,1,2,2,2,2,1,2,2
3978,2,1,0,2,1,0,2,2,1,2
3979,2,1,2,2,0,1,2,0,1,2
3980,2,0,2,1,0,2,1,1,2,2
3981,0,1,0,0,1,2,0,1,2,1
3982,2,1,2,2,2,1,1,1,1,1
3983,2,2,1,2,2,1,1,1,2,2
3984,1,1,2,1,2,2,2,1,2,2
3985,2,2,1,2,1,1,1,2,2,1
3986,1,1,2,2,2,2,1,2,1,2
3987,1,2,2,1,1,2,2,1,1,1
3988,2,2,2,1,0,0,0,0,1,2
3989,1,2,1,1,1,2,2,1,2,0
3990,1,1,0,2,2,2,1,2,0,2
3991,2,2,2,1,0,1,0,2,1,2
3992,1,1,2,1,2,1,2,2,2,2
3993,2,1,1,2,1,2,1,2,1,1
3994,1,2,2,0,0,2,1,1,1,1
3995,2,1,1,1,2,1,1,2,2,2
3996,0,0,2,2,1,2,1,1,1,1
3997,1,2,1,1,1,1,2,2,2,2
3998,1,1,2,2,2,1,1,2,1,0
3999,1,2,1,1,1,2,2,2,1,1
4000,1,1,2,1,2,1,2,2,1,2
4001,2,1,1,2,1,2,2,2,1,2
4002,0,2,0,1,1,1,2,0,0,1
4003,1,2,2,2,2,1,1,2,1,2
4004,1,2,2,2,1,1,2,1,2,0
4005,1,1,2,1,2,1,1,2,2,1
4006,1,2,1,0,2,1,0,2,2,2
4007,1,0,1,2,2,2,0,1,2,2
4008,2,1,1,2,2,1,2,1,2,2
4009,2,0,2,1,2,0,1,1,1,1
4010,1,2,2,1,2,2,1,2,1,2
4011,1,2,1,2,2,2,1,0,0,2
4012,1,2,0,1,0,2,1,0,0,1
4013,1,1,1,2,2,1,0,0,2,1
4014,0,0,2,2,2,1,2,1,1,2
4015,1,2,1,2,2,1,1,1,2,0
4016,1,2,2,2,1,2,2,1,1,1
4017,1,1,2,2,1,0,0,1,2,1
4018,1,1,1,0,2,2,1,2,0,1
4019,1,0,2,1,1,1,2,2,0,1
4020,2,2,2,1,1,2,1,1,1,1
4021,0,1,0,2,1,1,2,1,2,1
4022,1,1,2,2,1,2,1,2,1,1
4023,1,2,0,0,2,1,1,2,2,2
4024,0,0,1,2,1,2,1,2,1,1
4025,2,2,1,1,2,2,1,2,1,2
4026,2,1,2,2,2,1,1,2,1,0
4027,1,1,2,2,2,1,1,2,2,0
4028,1,2,2,2,1,2,2,1,1,1
4029,1,1,2,1,2,0,2,0,1,2
4030,1,2,2,1,1,2,2,2,1,1
4031,1,2,1,2,2,2,1,2,1,2
4032,1,0,2,0,1,0,2,0,1,1
4033,2,2,1,2,1,2,1,1,2,1
4034,0,0,1,2,2,2,1,1,2,2
4035,2,1,2,1,1,0,2,1,0,1
4036,2,0,1,1,2,0,0,0,2,2
4037,0,2,2,1,2,0,2,1,1,2
4038,1,2,0,1,1,1,2,0,2,1
4039,1,0,1,1,1,0,2,2,2,2
4040,1,1,2,1,1,2,1,2,2,2
4041,1,2,1,0,2,0,0,2,0,2
4042,1,1,1,2,2,1,1,2,2,1
4043,2,1,1,1,2,2,2,1,2,2
4044,0,2,2,0,1,2,1,1,2,2
4045,1,2,2,1,2,1,1,2,1,2
4046,0,0,2,1,2,2,1,1,1,1
4047,1,1,1,1,2,0,2,2,0,1
4048,1,1,1,2,0,0,2,2,2,2
4049,2,1,0,2,2,2,1,0,1,2
4050,1,1,1,2,2,2,1,1,2,2
4051,1,2,2,2,2,1,1,1,1,1
4052,1,0,0,1,1,2,2,2,2,2
4053,2,2,0,0,2,1,1,1,2,2
4054,1,1,1,2,2,1,2,1,2,1
4055,2,0,1,0,2,1,2,2,1,1
4056,2,1,1,1,1,2,1,2,2,1
4057,2,1,2,1,1,1,2,2,1,1
4058,1,1,2,1,2,2,2,1,1,2
4059,1,1,2,2,2,1,1,1,2,0
4060,2,0,1,2,1,2,1,2,0,1
4061,2,2,2,0,0,1,0,0,1,2
4062,2,1,1,2,2,2,1,2,1,2
4063,2,2,2,1,1,0,1,1,0,2
4064,1,2,2,2,1,0,2,0,1,1
4065,1,2,1,1,2,1,1,2,2,2
4066,1,1,2,2,1,1,2,1,2,1
4067,2,1,2,2,2,1,2,1,1,2
4068,1,1,2,1,2,2,1,2,2,2
4069,1,2,2,1,1,2,2,1,2,2
4070,2,1,1,1,2,2,2,2,1,0
4071,1,2,2,2,2,1,1,2,1,2
4072,2,1,2,2,1,1,2,1,1,1
4073,1,1,1,2,2,0,0,2,1,1
4074,2,2,2,1,2,2,1,1,1,1
4075,1,2,1,2,2,1,1,1,2,0
4076,2,1,1,0,1,0,1,2,2,1
4077,2,2,1,2,2,2,1,1,1,1
4078,2,2,2,1,1,1,2,2,1,1
4079,1,1,2,0,2,1,2,2,0,2
4080,2,1,2,2,1,2,1,2,1,0
4081,1,1,2,0,2,0,2,1,2,2
4082,1,1,2,0,2,2,0,1,2,2
4083,1,2,1,1,1,2,2,2,2,2
4084,1,2,2,1,2,0,2,1,0,2
4085,2,2,2,2,1,2,1,1,1,1
4086,2,1,2,2,1,0,2,1,0,1
4087,2,2,1,1,2,0,0,1,2,2
4088,2,2,1,1,2,2,1,1,1,1
4089,1,2,2,1,1,2,2,1,2,2
4090,1,1,2,0,2,2,2,1,0,2
4091,1,2,2,2,1,1,1,2,1,1
4092,1,2,1,2,1,1,1,2,2,1
4093,2,0,1,2,1,1,0,2,1,1
4094,2,0,0,2,1,0,2,0,1,2
4095,2,0,1,1,2,0,1,1,2,2
4096,0,1,2,2,2,2,1,1,0,2
4097,1,0,2,0,1,2,1,1,2,2
4098,2,1,1,1,2,2,1,1,2,2
4099,1,2,1,2,2,2,2,1,1,2
4100,2,1,2,1,1,2,1,2,1,0
4101,2,2,1,2,1,0,2,0,1,2
4102,1,2,2,2,2,2,1,1,1,1
4103,1,1,2,2,2,2,2,1,1,2
4104,2,0,0,1,2,1,1,2,2,2
4105,2,0,2,2,1,0,2,1,1,2
4106,2,1,2,2,2,2,1,1,1,1
4107,2,1,1,1,2,1,1,2,2,2
4108,1,1,1,1,2,2,2,2,2,2
4109,2,2,2,0,1,1,0,1,2,2
4110,1,2,0,1,0,2,1,2,1,1
4111,2,2,1,2,2,1,1,1,1,1
4112,1,0,2,0,1,1,2,2,1,1
4113,1,2,1,2,2,1,2,1,2,0
4114,2,1,1,2,1,2,2,2,1,2
4115,2,2,2,1,1,1,2,1,2,1
4116,2,0,1,2,1,1,1,2,0,1
4117,2,2,1,1,2,2,2,1,1,0
4118,1,0,2,1,1,1,2,2,0,1
4119,2,2,2,1,1,0,1,1,0,2
4120,2,1,1,2,2,1,2,1,1,1
4121,2,1,1,1,1,2,2,2,2,2
4122,2,1,1,2,2,1,2,1,1,1
4123,2,1,2,1,1,1,2,2,1,1
4124,2,1,0,0,1,2,2,1,2,1
4125,1,1,2,2,1,1,1,2,2,0
4126,1,1,2,2,2,1,2,2,1,2
4127,1,2,1,2,1,1,2,1,2,0
4128,2,0,0,2,1,1,2,1,1,2
4129,2,1,2,1,2,1,1,2,1,0
4130,2,2,2,1,1,1,2,1,2,1
4131,2,1,0,0,2,1,2,1,2,2
4132,0,1,1,2,1,2,0,1,2,1
4133,1,2,0,1,2,0,2,2,1,2
4134,1,2,0,2,2,0,1,2,1,2
4135,1,1,1,0,2,0,2,1,2,1
4136,1,1,0,1,0,2,2,2,2,2
4137,1,2,1,2,1,2,1,1,2,1
4138,2,1,0,2,1,0,2,2,1,2
4139,1,0,2,0,1,2,1,2,1,1
4140,2,2,2,1,0,2,1,1,0,2
4141,2,2,2,1,1,1,1,1,2,1
4142,1,2,2,1,1,2,2,1,1,1
4143,1,2,2,2,1,1,2,1,2,0
4144,1,1,2,2,2,1,2,2,1,2
4145,2,1,1,2,1,1,1,2,2,1
4146,1,1,2,1,2,2,1,1,2,2
4147,0,2,1,2,1,1,1,2,0,1
4148,1,2,2,2,1,0,0,2,1,1
4149,1,2,1,0,2,1,0,2,2,2
4150,1,2,1,2,1,2,2,1,1,1
4151,1,0,2,2,1,0,1,2,1,1
4152,1,2,1,1,1,1,2,2,2,2
4153,1,2,1,2,1,1,2,2,1,1
4154,0,1,0,1,0,0,2,2,2,2
4155,1,0,0,1,2,0,1,2,0,1
4156,1,2,0,1,2,2,1,0,1,1
4157,2,2,1,1,1,2,2,1,2,0
4158,2,0,1,2,1,0,1,2,2,1
4159,2,2,2,2,1,1,1,1,2,2
4160,1,1,2,0,1,0,2,1,2,1
4161,2,1,1,1,2,2,2,2,1,0
4162,0,0,1,1,1,2,2,2,2,2
4163,2,2,2,2,1,1,1,2,1,2
4164,2,1,1,2,2,2,1,1,2,2
4165,0,1,2,1,2,2,0,1,2,2
4166,2,1,1,2,2,1,1,2,1,1
4167,2,2,2,1,2,1,1,0,0,2
4168,1,2,2,1,2,0,1,2,0,2
4169,1,1,2,2,1,2,0,0,1,1
4170,2,2,1,1,2,2,2,1,1,0
4171,2,1,2,1,2,1,1,1,2,2
4172,2,1,2,2,1,1,1,2,2,0
4173,2,0,1,2,1,2,1,2,0,1
4174,2,2,1,1,2,1,2,1,1,1
4175,2,1,2,1,1,0,0,1,2,1
4176,2,2,1,2,1,1,1,2,2,1
4177,2,2,2,1,2,1,1,2,1,2
4178,2,2,1,1,1,2,1,1,2,1
4179,1,2,2,2,2,1,1,1,2,0
4180,2,1,2,2,2,1,2,1,1,2
4181,1,2,1,2,2,2,0,0,1,2
4182,1,1,2,2,2,1,2,1,2,2
4183,2,1,0,2,0,0,2,1,0,2
4184,1,1,1,1,2,2,1,2,2,1
4185,1,2,2,1,0,0,1,0,0,1
4186,2,1,0,1,1,1,2,0,2,1
4187,2,1,0,1,2,2,0,1,2,2
4188,1,2,1,1,2,1,2,2,1,1
4189,0,1,2,0,1,2,2,1,1,1
4190,1,1,2,2,2,1,2,2,1,2
4191,1,1,2,2,1,2,2,1,2,2
4192,2,1,1,1,1,2,2,1,2,1
4193,1,1,2,1,2,2,2,2,1,2
4194,2,2,2,1,2,0,1,0,1,2
4195,2,2,2,1,1,2,1,1,2,2
4196,1,1,1,2,0,2,2,2,0,1
4197,2,1,1,1,2,2,2,1,1,0
4198,1,0,1,2,1,2,1,0,2,1
4199,2,1,0,2,0,0,2,0,1,2
4200,2,2,1,2,2,1,1,1,2,2
4201,2,1,2,0,1,0,1,1,2,1
4202,2,1,2,0,1,2,2,1,0,1
4203,1,2,1,1,2,2,2,1,2,0
4204,1,1,1,1,2,2,2,2,1,1
4205,2,2,2,1,2,1,1,1,1,1
4206,1,2,0,1,2,2,1,0,1,1
4207,1,1,1,2,2,1,2,1,2,1
4208,1,2,1,2,2,1,1,2,2,2
4209,2,2,1,2,1,2,1,2,1,1
4210,1,0,1,2,2,1,0,2,1,1
4211,2,2,1,1,1,2,2,1,2,0
4212,2,2,1,1,2,2,2,1,1,0
4213,2,1,1,2,2,1,1,2,2,2
4214,1,1,2,1,2,1,1,2,2,1
4215,1,2,1,2,2,1,2,1,2,0
4216,2,2,1,1,1,1,2,1,2,1
4217,2,1,2,1,1,2,1,2,1,0
4218,1,0,2,1,2,0,1,2,2,1
4219,2,1,1,1,2,1,1,2,2,2
4220,2,1,1,2,2,1,1,2,1,1
4221,2,1,2,1,2,2,2,1,1,2
4222,1,1,2,1,2,2,1,1,2,2
4223,2,1,1,2,2,2,1,1,1,1
4224,2,0,1,2,1,1,1,0,2,1
4225,1,2,2,2,1,2,1,1,1,1
4226,2,1,2,2,2,1,1,2,1,0
4227,1,2,1,2,1,1,2,1,2,0
4228,1,2,2,0,1,0,0,0,1,1
4229,2,1,1,2,2,1,1,2,2,2
4230,1,2,1,1,2,2,1,1,2,1
4231,1,1,2,2,2,1,2,2,1,2
4232,1,1,1,1,2,2,2,1,2,1
4233,1,2,1,1,2,1,0,2,0,2
4234,1,1,2,1,2,1,2,1,2,2
4235,1,2,1,1,1,2,2,1,2,0
4236,1,2,1,1,1,2,2,1,2,0
4237,1,1,1,2,2,1,1,2,2,1
4238,2,1,1,2,1,1,2,1,2,1
4239,1,0,2,1,1,1,2,2,0,1
4240,0,0,1,2,2,1,2,1,1,1
4241,1,1,0,2,2,2,2,0,1,2
4242,1,1,2,2,2,1,2,1,2,2
4243,1,2,2,1,2,1,1,2,2,2
4244,0,2,2,1,1,1,0,2,1,1
4245,1,2,1,2,2,2,1,1,2,2
4246,1,2,2,1,2,1,2,1,2,2
4247,0,1,0,0,0,1,2,2,2,2
4248,1,1,2,2,1,2,1,2,1,1
4249,1,2,1,2,2,2,1,1,1,1
4250,1,2,2,2,1,2,0,0,1,1
4251,2,1,2,1,1,2,2,1,2,2
4252,2,2,0,2,1,0,2,1,1,2
4253,1,1,2,1,2,2,1,1,2,2
4254,2,1,0,1,1,1,2,2,0,1
4255,1,2,1,1,0,0,1,2,2,1
4256,2,1,0,0,2,1,0,0,2,2
4257,1,2,1,1,2,1,2,1,2,0
4258,1,2,2,1,1,2,1,2,2,2
4259,1,1,1,2,2,2,1,2,2,2
4260,2,2,1,2,1,1,2,2,1,1
4261,1,0,2,2,2,2,1,0,1,2
4262,0,2,0,2,2,1,1,2,1,2
4263,1,2,2,1,1,1,2,0,0,1
4264,2,1,1,2,2,1,1,1,2,2
4265,0,0,2,1,2,2,1,1,2,2
4266,0,1,1,1,0,1,2,2,2,2
4267,0,0,2,1,2,0,2,1,0,2
4268,1,2,1,1,0,0,2,2,2,2
4269,1,2,2,2,1,1,2,2,1,1
4270,1,2,2,1,2,2,2,1,1,2
4271,0,1,2,2,0,2,1,1,1,1
4272,1,2,1,1,1,2,2,2,1,1
4273,2,1,2,2,2,1,1,2,1,0
